decision_id,record_id,kanda,sarga,record_type,recommended_choice,confidence,risk_if_wrong
"DEC-stg-postv1-ayodhyakanda-s26-verse-section-003","stg-postv1-ayodhyakanda-s26-verse-section-003","Ayodhya Kanda","26","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s26-verse-section-004","stg-postv1-ayodhyakanda-s26-verse-section-004","Ayodhya Kanda","26","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s27-historical-norm-001","stg-postv1-ayodhyakanda-s27-historical-norm-001","Ayodhya Kanda","27","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s27-source-001","stg-postv1-ayodhyakanda-s27-source-001","Ayodhya Kanda","27","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s27-verse-section-001","stg-postv1-ayodhyakanda-s27-verse-section-001","Ayodhya Kanda","27","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s27-verse-section-002","stg-postv1-ayodhyakanda-s27-verse-section-002","Ayodhya Kanda","27","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s27-verse-section-003","stg-postv1-ayodhyakanda-s27-verse-section-003","Ayodhya Kanda","27","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s27-verse-section-004","stg-postv1-ayodhyakanda-s27-verse-section-004","Ayodhya Kanda","27","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-historical-context-001","stg-postv1-ayodhyakanda-s28-historical-context-001","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-source-001","stg-postv1-ayodhyakanda-s28-source-001","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-verse-section-001","stg-postv1-ayodhyakanda-s28-verse-section-001","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-verse-section-002","stg-postv1-ayodhyakanda-s28-verse-section-002","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-verse-section-003","stg-postv1-ayodhyakanda-s28-verse-section-003","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-verse-section-004","stg-postv1-ayodhyakanda-s28-verse-section-004","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s28-verse-section-005","stg-postv1-ayodhyakanda-s28-verse-section-005","Ayodhya Kanda","28","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-historical-norm-001","stg-postv1-ayodhyakanda-s29-historical-norm-001","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-historical-norm-002","stg-postv1-ayodhyakanda-s29-historical-norm-002","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-source-001","stg-postv1-ayodhyakanda-s29-source-001","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-verse-section-001","stg-postv1-ayodhyakanda-s29-verse-section-001","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-verse-section-002","stg-postv1-ayodhyakanda-s29-verse-section-002","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-verse-section-003","stg-postv1-ayodhyakanda-s29-verse-section-003","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s29-verse-section-004","stg-postv1-ayodhyakanda-s29-verse-section-004","Ayodhya Kanda","29","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-historical-norm-001","stg-postv1-ayodhyakanda-s30-historical-norm-001","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-source-001","stg-postv1-ayodhyakanda-s30-source-001","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-theme-001","stg-postv1-ayodhyakanda-s30-theme-001","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-verse-section-001","stg-postv1-ayodhyakanda-s30-verse-section-001","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-verse-section-002","stg-postv1-ayodhyakanda-s30-verse-section-002","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-verse-section-003","stg-postv1-ayodhyakanda-s30-verse-section-003","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-verse-section-004","stg-postv1-ayodhyakanda-s30-verse-section-004","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-verse-section-005","stg-postv1-ayodhyakanda-s30-verse-section-005","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s30-verse-section-006","stg-postv1-ayodhyakanda-s30-verse-section-006","Ayodhya Kanda","30","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-historical-norm-001","stg-postv1-ayodhyakanda-s31-historical-norm-001","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-object-reference-001","stg-postv1-ayodhyakanda-s31-object-reference-001","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-source-001","stg-postv1-ayodhyakanda-s31-source-001","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-verse-section-001","stg-postv1-ayodhyakanda-s31-verse-section-001","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-verse-section-002","stg-postv1-ayodhyakanda-s31-verse-section-002","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-verse-section-003","stg-postv1-ayodhyakanda-s31-verse-section-003","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s31-verse-section-004","stg-postv1-ayodhyakanda-s31-verse-section-004","Ayodhya Kanda","31","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-dialogue-001","stg-postv1-ayodhyakanda-s32-dialogue-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-dialogue-002","stg-postv1-ayodhyakanda-s32-dialogue-002","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-dialogue-003","stg-postv1-ayodhyakanda-s32-dialogue-003","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-dialogue-004","stg-postv1-ayodhyakanda-s32-dialogue-004","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-dialogue-005","stg-postv1-ayodhyakanda-s32-dialogue-005","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-dialogue-001","stg-postv1-ayodhyakanda-s33-dialogue-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-dialogue-002","stg-postv1-ayodhyakanda-s33-dialogue-002","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-dialogue-003","stg-postv1-ayodhyakanda-s33-dialogue-003","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-dialogue-004","stg-postv1-ayodhyakanda-s33-dialogue-004","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-event-001","stg-postv1-ayodhyakanda-s32-event-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-event-002","stg-postv1-ayodhyakanda-s32-event-002","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-event-003","stg-postv1-ayodhyakanda-s32-event-003","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-event-004","stg-postv1-ayodhyakanda-s32-event-004","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-historical-norm-001","stg-postv1-ayodhyakanda-s32-historical-norm-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-sarga-001","stg-postv1-ayodhyakanda-s32-sarga-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-theme-001","stg-postv1-ayodhyakanda-s32-theme-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-event-001","stg-postv1-ayodhyakanda-s33-event-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-event-002","stg-postv1-ayodhyakanda-s33-event-002","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-event-003","stg-postv1-ayodhyakanda-s33-event-003","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-sarga-001","stg-postv1-ayodhyakanda-s33-sarga-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-theme-001","stg-postv1-ayodhyakanda-s33-theme-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-character-reference-001","stg-postv1-ayodhyakanda-s32-character-reference-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-place-001","stg-postv1-ayodhyakanda-s32-place-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-relationship-001","stg-postv1-ayodhyakanda-s32-relationship-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-verse-section-001","stg-postv1-ayodhyakanda-s32-verse-section-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-verse-section-002","stg-postv1-ayodhyakanda-s32-verse-section-002","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-verse-section-003","stg-postv1-ayodhyakanda-s32-verse-section-003","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-verse-section-004","stg-postv1-ayodhyakanda-s32-verse-section-004","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-verse-section-005","stg-postv1-ayodhyakanda-s32-verse-section-005","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-verse-section-006","stg-postv1-ayodhyakanda-s32-verse-section-006","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-journey-001","stg-postv1-ayodhyakanda-s33-journey-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-place-001","stg-postv1-ayodhyakanda-s33-place-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-relationship-001","stg-postv1-ayodhyakanda-s33-relationship-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-verse-section-001","stg-postv1-ayodhyakanda-s33-verse-section-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-verse-section-002","stg-postv1-ayodhyakanda-s33-verse-section-002","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-verse-section-003","stg-postv1-ayodhyakanda-s33-verse-section-003","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-verse-section-004","stg-postv1-ayodhyakanda-s33-verse-section-004","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-verse-section-005","stg-postv1-ayodhyakanda-s33-verse-section-005","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s32-source-001","stg-postv1-ayodhyakanda-s32-source-001","Ayodhya Kanda","32","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s33-source-001","stg-postv1-ayodhyakanda-s33-source-001","Ayodhya Kanda","33","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-dharma-001","stg-postv1-ayodhyakanda-s34-dharma-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-dialogue-001","stg-postv1-ayodhyakanda-s34-dialogue-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-dialogue-002","stg-postv1-ayodhyakanda-s34-dialogue-002","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-dialogue-003","stg-postv1-ayodhyakanda-s34-dialogue-003","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-dialogue-004","stg-postv1-ayodhyakanda-s34-dialogue-004","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-dialogue-005","stg-postv1-ayodhyakanda-s34-dialogue-005","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-dialogue-001","stg-postv1-ayodhyakanda-s35-dialogue-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-dialogue-002","stg-postv1-ayodhyakanda-s35-dialogue-002","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-dialogue-003","stg-postv1-ayodhyakanda-s35-dialogue-003","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-event-001","stg-postv1-ayodhyakanda-s34-event-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-event-002","stg-postv1-ayodhyakanda-s34-event-002","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-event-003","stg-postv1-ayodhyakanda-s34-event-003","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-event-004","stg-postv1-ayodhyakanda-s34-event-004","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-event-005","stg-postv1-ayodhyakanda-s34-event-005","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-historical-norm-001","stg-postv1-ayodhyakanda-s34-historical-norm-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-sarga-001","stg-postv1-ayodhyakanda-s34-sarga-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-theme-001","stg-postv1-ayodhyakanda-s34-theme-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-event-001","stg-postv1-ayodhyakanda-s35-event-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-event-002","stg-postv1-ayodhyakanda-s35-event-002","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-event-003","stg-postv1-ayodhyakanda-s35-event-003","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-historical-norm-001","stg-postv1-ayodhyakanda-s35-historical-norm-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-sarga-001","stg-postv1-ayodhyakanda-s35-sarga-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-theme-001","stg-postv1-ayodhyakanda-s35-theme-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-verse-section-001","stg-postv1-ayodhyakanda-s34-verse-section-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-verse-section-002","stg-postv1-ayodhyakanda-s34-verse-section-002","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-verse-section-003","stg-postv1-ayodhyakanda-s34-verse-section-003","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-verse-section-004","stg-postv1-ayodhyakanda-s34-verse-section-004","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-verse-section-005","stg-postv1-ayodhyakanda-s34-verse-section-005","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-verse-section-006","stg-postv1-ayodhyakanda-s34-verse-section-006","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
